image_stem,bleached_percentage,mean_raw_red_z,mean_albedo_z,mean_luminance_z,mean_saturation_z,median_raw_red_z,median_albedo_z,median_luminance_z,median_saturation_z,median_whiteness_score,mean_whiteness_score
C10_BC_PM_T1_29nov24_CDaza_corr,0.1661498893165908,1.7111129718317937,-0.6814335004892157,-1.1460058895026144,0.6454321541740492,2.142949466423949,-0.9518049864622492,-1.3722157523672185,0.467479534356575,-0.5484887957928386,-0.4838852320585191
C10_BC_PM_T2_29nov24_CDaza_corr,0.6869891489310839,0.6017474272727574,-0.4795297729142387,-0.4724832269683511,0.6517117023648825,1.5628509801290706,-0.7883513445955923,-0.6814504061650821,0.4447194826792303,-0.3214155387223425,-0.10050546037480518
C10_BC_PM_T3_29nov24_CDaza_corr,0.1960725336399786,1.304991950944618,-0.5566575838503933,-0.2761800619365543,0.8163317526568429,2.328562790196981,-0.5953576730871966,-0.5754337743704083,0.8015349833038689,-0.262619917121381,-0.19058291106340874
C10_BC_PP_T1_29nov24_HBenavides_corr,0.0260873660233041,-0.7683144603298367,-0.5252856393126939,-0.1701764144767453,0.1811048835417909,-0.0743711037131877,-0.7791847038629041,-0.3331157969854219,0.0029468661257344,-0.17572414676799414,0.0848445253692533
C10_BC_PP_T2_29nov24_HBenavides_corr,0.3661500417234852,0.5280900030252881,-0.6491067032503571,-0.6464872366190948,0.1656551774971637,1.0347866913403956,-0.9892966530886246,-0.8315569080348438,-0.0026992840279759,-0.445817234892203,-0.2967007699261792
C10_BC_PP_T3_29nov24_HBenavides_corr,0.1757497707860831,0.7321343603585843,-0.3967346851995571,-0.1225792438111491,0.4703819560628038,1.2718011857084943,-0.7490343609540958,-0.3016370541976372,0.3158634986943915,-0.2414318113591281,-0.11666511274609231
C10_BC_PSb_T1_29nov24_HBenavides_corr,0.8291286205434936,-1.970854094396019,0.9475363566249804,1.5119092307654936,2.0623473526777016,-2.1301634875729603,0.5079063213041021,1.417912060599822,1.1040655877841123,0.9417833767241346,1.4887956617377074
C10_BC_PSb_T2_29nov24_HBenavides_corr,0.9540107545524183,-1.6125369700596035,-0.3453542631544276,1.339832013651045,0.3306927057237171,-1.461328763889098,-0.0963289817563816,1.1924240197303595,0.2766110471417413,0.4820674044554249,0.5707655563935328
C10_Gr_PM_T1_30nov24_CGomez_corr,0.017163607304503,-0.4062239630618438,-0.7907548706590862,-0.9076709013670567,-1.2329255613242278,-0.3374171396813903,-0.3779463836133643,-0.6794152438688672,-0.9708443202269196,-0.4311901991523127,-0.5951159831972772
C10_Gr_PM_T2_30nov24_CGomez_corr,0.5825319268569905,-1.645307477084488,2.111488227707639,1.4101252589601714,2.4621831609053477,-1.9143947284389249,2.2138152806488884,1.5765445446640862,3.0747606013212185,1.778572259493184,1.7787445847984658
C10_Gr_PM_T3_30nov24_CGomez_corr,0.2179122923278508,-0.0799587324842574,-0.3503191195550904,-0.5209925412206295,-0.4808394399629585,-0.3128065283905566,-0.6401932873979799,-0.6519799809935951,-0.6269317269228926,-0.36980368357379095,-0.2822383037289095
C10_Gr_PP_T1_30nov24_HBenavides_corr,0.3473517923480296,-0.4734626465122695,-0.6642813200929156,-0.6481230834824095,0.2780459046108932,-0.3271805413979989,-0.5259689584414332,-0.7227990429357191,0.2192463100386354,-0.11987435025145622,-0.04801280398521582
C10_Gr_PP_T2_30nov24_HBenavides_corr,0.3378465447278145,-1.1786138907167298,-0.5290611488437138,-0.7950622090928273,-0.2290802215748206,-0.9213303813524109,-0.8528959487012263,-1.1324122266678005,-0.320675149205681,-0.3334954659136408,-0.0439011326268685
C10_Gr_PP_T3_30nov24_HBenavides_corr,0.3358629709249557,-0.5078768180620586,0.1554247326488727,0.43392352761629,1.990997162287024,-0.0237381696607619,-0.1009128911765063,0.5555832039437724,2.187523472972091,0.7294289322062599,0.8227386621612094
C10_Gr_PSa_T1_30nov24_CDaza_corr,0.9617612027806308,-1.7759600793171595,3.781678194364976,2.1915552399801035,1.2528183454609012,-1.5261771469265648,4.544980409168802,2.265701167495774,1.652901141924207,1.8145952324435397,1.9060898031625484
C10_Gr_PSa_T2_30nov24_CDaza_corr,0.4311675824468028,0.9640879148526992,1.618405408403336,0.6617243555974137,0.5862088477151067,0.1101998767187876,0.554426575877125,0.4374134822128808,0.2716801974736211,0.2366570475013744,0.41719637987154035
C10_Gr_PSa_T3_30nov24_CDaza_corr,0.9482467757036938,-0.8020091475671874,4.792504547328421,1.765851238445043,1.3200134025261,-0.8696501872450558,4.911715011319007,1.708301589282183,1.4471105418434718,1.6199747167791643,1.8725672713050323
C10_PB_PM_T1_19nov24_CGomez_Corr,1.0,1.0818577410793624,5.688082504141238,2.631663171799493,3.792859507980818,0.9809640391629216,6.231374552264969,2.4845568946332186,4.521459882298017,2.635504598297684,2.547435199277074
C10_PB_PM_T2_19nov24_CGomez_Corr,0.0,-0.2329284140982634,-0.0984499599098816,-1.009948517420178,-1.2731122517738134,-0.6323173356536863,-0.1082251906077918,-0.8987888496230457,-1.6258991285270947,-0.5857504100498189,-0.5103256067460811
C10_PB_PP_T1_19nov24_CGomez_Corr,0.9544524188908656,3.752782978472156,3.709336920408961,2.528081887916314,3.242460377094215,2.8382969550782264,3.678052181511083,2.1449314266620787,3.411719765352941,1.6241076142044002,1.3548088247892673
C10_PB_PP_T2_19nov24_CGomez_Corr,0.0,-0.6800461040522942,-0.2613456356639433,-0.515293088898268,-2.208116424629043,-0.5943689088041253,0.1317621740622169,-0.2849983860265222,-1.9955251716101132,-0.5390301943084058,-0.6667029600992042
C10_PB_PP_T3_19nov24_CGomez_Corr,0.0,-0.7421604216309587,-0.5199501003839948,-1.1898261614385643,-2.1084642527376425,-0.7247023893256003,-0.0526547137492694,-0.8405358942029475,-1.825431608522167,-0.6118876602318726,-0.7753906875617085
C10_PB_PSA_T1_19nov24_HBenavides_Corr,0.0,-1.9820505246043512,-1.483396239825174,-2.690351687419724,-2.201061236438464,-1.624220109087726,-0.8546504721619853,-2.2743412877361977,-1.7079920058605864,-0.8731968293346746,-0.9591924259420412
C10_PB_PSb_T1_19nov24_HBenavides_Corr,0.8191004125802132,-0.893878409592454,3.890389549257094,2.594785904088829,2.0659807330369606,-0.835536797216362,4.564326648935476,2.5574161522490417,2.332615428356269,1.98598993943249,2.04793786765012
C10_PB_PSb_T2_19nov24_HBenavides_Corr,0.521438462293125,-0.7005034994057161,1.823437809808548,0.8986728238238532,0.7533571897159328,-0.933691614618132,1.2588492169529284,1.0013911255344905,0.4202734137724073,0.6290257705417317,0.908702402898303
C10_PB_PSb_T3_19nov24_HBenavides_Corr,0.0431532088102769,0.32745927646735,0.304317554317737,-0.237280047421288,-0.390808150971478,0.1563088194189052,0.53240153371755,-0.3503008662456829,-0.1499411897395976,-0.04998536277533209,-0.16049943849163745
C11_BC_PM_T1_29nov24_CDaza_corr,0.3425062553608768,0.7641392176127264,-0.1275189758095365,-0.5470038551021091,1.4432562890907348,2.021898127105288,-1.0087241822770248,-1.1666791809498906,0.687911188197317,-0.4379067453461736,0.17463145721387385
C11_BC_PM_T2_29nov24_CDaza_corr,0.5006404437752703,0.9206409923101916,-0.7674327911070206,-0.8773582158275515,0.1115549486790191,1.6712239581372084,-0.8718808842990035,-1.1817317759492374,0.1727969908644576,-0.52518146037358,-0.4574775067479179
C11_BC_PM_T3_29nov24_CDaza_corr,0.3796498624143643,-0.6582420709906038,0.4213800643878092,0.034685177642768,1.4816959949524848,0.5498579625371981,-0.6462971697734881,-0.348238300005386,0.7562436411422125,-0.017983487541676002,0.6976597472959608
C11_BC_PP_T1_29nov24_HBenavides_corr,0.0,1.952242128925455,-1.1299112096290271,-0.6528637638387106,-0.3837729866094355,1.9256485363292692,-0.8159163840115876,-0.5685008561497358,-0.0236329576258396,-0.4837056762751218,-0.8807452694279839
C11_BC_PP_T2_29nov24_HBenavides_corr,0.0,-0.1189772552150986,-0.6280547443953002,-0.2266241139785604,0.2790928108161034,0.6461788456643738,-0.8054775477637838,-0.3539830615076445,0.0321500206676215,-0.26484855317674844,-0.05610314434145783
C11_BC_PP_T3_29nov24_HBenavides_corr,0.648278657930181,-0.1923385236923148,0.3188056826962438,0.2904977155165532,0.8167431856620663,-0.5211369140241188,0.126049209195668,0.8782400378864827,0.484831307032257,0.39775028032640836,0.4053365139587502
C11_Gr_PM_T1_30nov24_CGomez_corr,0.4677538521043525,-0.482084263612166,0.658869196640083,0.5250600438660444,1.6639744173575166,-0.330652355981505,0.3397492456501975,0.5903140678506802,1.800848225944736,0.7304623152038383,0.8377931886439425
C11_Gr_PM_T2_30nov24_CGomez_corr,0.2197909231418977,-0.2865456742098144,-0.6304866625281373,-0.683129050281823,-1.1593019107784248,-0.3503026175638101,-0.5745928847160937,-0.844053106536252,-0.8877829192878208,-0.46840047408306484,-0.5313332070666503
C11_Gr_PM_T3_30nov24_CGomez_corr,0.6798797025814709,-0.6927625101991308,0.6013774104706766,0.2820460327353473,0.2063148836699262,-0.6983740011254198,0.342673737019962,0.2683518400008246,0.2186781185208364,0.2556366472564822,0.38480809893039786
C11_Gr_PP_T1_30nov24_HBenavides_corr,0.7474995887832898,1.6801481439590695,0.0008160123608093,1.0737542958608932,1.0291329124897812,1.252637064210373,0.2126968783116379,0.9320205577795598,0.9185183288514686,0.32700417344929555,0.10873758871210298
C11_Gr_PP_T2_30nov24_HBenavides_corr,0.1689014172155715,0.0824374130876269,0.0294250090009019,0.1206748456695703,-0.1135408418756627,0.2070800360490064,-0.3046714134251092,-0.0444113312320235,-0.3020619846123675,-0.16867626735636157,-0.029309425775137614
C11_Gr_PP_T3_30nov24_HBenavides_corr,0.0455680182351586,-0.1648840127434727,-0.3186578042568865,-0.9600715658256372,0.149894535398084,-0.4838823584198717,-0.7598798585119046,-0.9250865691868309,-0.6986232242000019,-0.44170175062020245,-0.1249241137528925
C11_Gr_PSa_T1_30nov24_CDaza_corr,0.919702366050552,-0.2939155976572002,3.0903195212820536,0.911567690193756,0.4094868488250612,-0.4021555112459508,3.26999170812608,1.1254437470163807,0.5594270255026292,0.9374645947189684,0.9895620893909991
C11_Gr_PSa_T2_30nov24_CDaza_corr,0.9574585078735808,0.0893038717255825,2.1582506370165118,0.8516213208045358,0.297111234034756,-0.033631212562284,2.023779462374378,0.8437183387772623,0.7741366128645393,0.7062462064213605,0.6615683020651093
C11_Gr_PSa_T3_30nov24_CDaza_corr,0.1118668730981782,1.650685000050805,0.5035252480331195,0.900261271590775,1.6807849881264914,1.2419051070042864,0.7974410343754142,1.1038153239656754,2.056684217169187,0.7812619804113221,0.4005146902816268
C11_PB_PM_T1_19nov24_CGomez_Corr,0.2496784774189991,-0.5124689745937473,0.1288177284970341,-0.8095717276081457,-1.662993761465993,-0.5782943273858915,-0.4521038634656807,-0.9445593085137768,-2.0041819945152017,-0.763772192722716,-0.49239170154744816
C11_PB_PP_T1_19nov24_CGomez_Corr,0.092864149441301,2.54681403479572,1.5466596339813776,0.7832772188251261,0.4593968081657657,1.8506471391442505,1.4142193273384327,0.5579477728331366,0.3574065988303774,0.20171163123780705,0.03637985520749652
C11_PB_PP_T2_19nov24_CGomez_Corr,0.0,0.5152847501473754,-0.4861012743122542,-1.569433578335295,-1.7458676651797382,0.2761328240370425,-0.2644394686112734,-1.569534775777008,-1.6950651427218253,-0.8750559693371687,-0.9834411575341715
C11_PB_PP_T3_19nov24_CGomez_Corr,0.0,0.8775442304136892,-0.2393744643889965,-1.1656734316375952,-1.547317237431761,0.5871598415124719,0.1714308763610893,-0.8974018744939958,-1.2893578416894302,-0.5964439724281265,-0.889145438484831
C11_PB_PSA_T1_19nov24_HBenavides_Corr,0.8657304953476184,-0.5152981332460471,1.1368228345597369,0.6670792974142857,-0.6480433197523684,-0.5073467607890841,1.425164374985167,0.8014715237577325,-0.6144534449141278,0.2631810733859682,0.2529174267582687
C11_PB_PSb_T1_19nov24_HBenavides_Corr,0.6915840777893727,0.448236825854848,1.8146070450177516,1.3474413027353829,1.2898053792335018,0.1313577256923727,1.6567597581943512,1.318676227172957,1.6955411486067276,0.9894324749122754,0.8881581283021687
C11_PB_PSb_T2_19nov24_HBenavides_Corr,0.3443474463252913,-0.1546561861131449,0.8509998162258018,-0.428523069894266,-1.0116320313430702,-0.2509468927985829,0.2574927047170573,-0.5933430907242659,-1.5804834522951836,-0.5032639888212207,-0.15748308367254907
C11_PB_PSb_T3_19nov24_HBenavides_Corr,0.8040947113641537,-0.2557315373613663,2.287954825661316,1.492259800480354,1.7801477590243189,-0.3241770438108871,2.713166666350798,1.367910488669241,1.8965574553520377,1.2764239426664865,1.3159080556387468
C12_BC_PM_T1_29nov24_CDaza_corr,0.8558373635983234,-0.5708090481944516,-0.8216987777790246,1.1981896407229031,-0.2845318699151727,-0.6568757068596204,-0.4468968422463438,1.285378757320789,-0.3251869407591299,0.17273452173662582,0.030844711446001163
C12_BC_PM_T2_29nov24_CDaza_corr,0.2135797211673257,0.8895498627119186,-0.3906875207872356,-0.0347429378175614,0.9738338986160132,2.0126528612565213,-0.5993546707404456,-0.2039419935451807,0.8125917743004679,-0.14742905952246288,0.01899203027826063
C12_BC_PM_T3_29nov24_CDaza_corr,0.608468819807099,-0.7881255392670005,0.6286410454999407,0.790985159687322,2.0793434272167084,-1.4052302877777023,-0.0050463161924038,0.6751248006712605,1.4628832549566246,0.7297741813690817,1.0645930475066325
C12_BC_PP_T3_29nov24_HBenavides_corr,0.2922532877499054,0.251144289705051,0.2826119149396643,0.2519934641882419,1.1604378457931317,1.295347328445844,-0.9420968982044808,-0.2153026061596793,0.5152700419412344,-0.19938479291565045,0.40211342196711736
C12_Gr_PM_T1_30nov24_CGomez_corr,0.1984700108247863,-0.6147045596242542,-0.7978719515945456,-1.399610323129805,-0.9805399371301576,-0.5213249783297574,-0.9776877953814712,-1.5597708623534117,-0.7601324865459129,-0.6138023356981572,-0.5441110792001344
C12_Gr_PM_T2_30nov24_CGomez_corr,0.6837653662428035,-0.9733335185658188,2.544314660746459,1.7137176274319934,1.6481899733490435,-1.0936667339008923,2.877363586987914,1.7101141644407518,1.5015597546560189,1.3506397616437518,1.5181070819198257
C12_Gr_PM_T3_30nov24_CGomez_corr,0.7535967384307878,-0.569147091695502,-0.3364240124129357,-0.0019200269617705,-0.3433369428233509,-0.5388340110204117,-0.2078453233827147,-0.013135042071947,-0.3080576872675266,-0.056781043336822025,-0.05571845584608399
C12_Gr_PP_T3_30nov24_HBenavides_corr,0.0,-0.2129596757657591,-0.8389249530639202,-1.1022638453436375,-0.0860152559908571,-0.2979512920128035,-0.5812700770711796,-0.9545374201125448,-0.2469804731630298,-0.31255900483059734,-0.32041501571093933
C12_Gr_PSa_T1_30nov24_CDaza_corr,0.5573168845313596,-0.5948778018521946,1.6978504276928783,1.1386910579191185,-0.1909340725955852,-1.3244499080243162,1.0381106304240724,0.8953199654837352,-0.2116594750340101,0.43991825899490083,0.6008533553799917
C12_Gr_PSa_T2_30nov24_CDaza_corr,0.0,0.148102115723796,0.2030387322545643,0.9905993250134886,-0.4617015713866597,-0.1383086655056985,0.7701959047126411,1.1018578993883872,-0.5494778431631646,0.19469940009693465,0.011446701160997136
C12_Gr_PSa_T3_30nov24_CDaza_corr,0.0570636958282366,-0.0816895016474716,0.4725991610538156,0.2832622241842569,-0.7314146078108118,-0.4463186644308657,0.5666780377085948,0.5018630845805088,-0.7987151874080459,0.010965991426838878,-0.06580892112714709
C12_PB_PM_T1_19nov24_CGomez_Corr,0.5995840450052413,-0.4263381661403254,0.8516170303683134,-0.2523668329804804,-0.96420578235713,-0.4637729986796839,0.3184604136157144,-0.3263386338346851,-1.5350520866894142,-0.4015748103238734,-0.05832200485302613
C12_PB_PP_T1_19nov24_CGomez_Corr,0.0,3.793949501583715,2.097097106982124,0.7983123663443458,1.6347581402896303,2.7579369543609733,2.1806530522094087,0.6840500974795299,1.7541559745301691,0.6357561169275951,0.25065388619382073
C12_PB_PP_T2_19nov24_CGomez_Corr,0.0,-0.4280497722831115,-0.4422944120368546,-0.8385491459199983,-1.6400848014832323,-0.6749649117872777,-0.0733687363945512,-0.6289198416806447,-1.4840211329426756,-0.4807536721843543,-0.6311920536555676
C12_PB_PSA_T3_19nov24_HBenavides_Corr,0.052947238499239,1.4614980808739988,-0.7475645144411399,-2.4039856149393963,0.3246787566170637,1.1508014718854986,-0.3112166577333354,-2.077372084061578,0.9035715853556388,-0.34009839239321926,-0.7244756593551073
C12_PB_PSb_T1_19nov24_HBenavides_Corr,0.1222283923370338,-0.1545107213671676,0.184659440452177,-1.012606720403251,-0.1579805179448988,-0.3265014202943037,-0.2567929079346559,-1.3401444691966804,-0.4201965590547,-0.3853282349251589,-0.121314070680263
C12_PB_PSb_T2_19nov24_HBenavides_Corr,0.0775470932068051,0.1274609295835405,0.1431132577396749,-0.7091203255209252,-1.4939675243756698,-0.0720264457850454,0.1773625408312806,-0.6699379533298025,-1.5804834522951836,-0.5529359736142466,-0.5614133669972051
C13_BC_PM_T1_29nov24_CDaza_corr,0.0460181352540055,3.494588280640853,-1.0867693572375767,-2.1217220691273493,0.4251772186202185,2.9101817702570565,-0.8682349091486624,-1.7881732287863734,0.7658175332547698,-0.6267887096982703,-1.1673173362376563
C13_BC_PM_T2_29nov24_CDaza_corr,0.4195148032910369,1.1470189789061014,-0.5768561821959852,-1.3372643263158823,0.742051660562302,1.816915409029941,-0.8706022627426446,-1.4978404654167536,0.8272483487313884,-0.4163881578916093,-0.3364752544940883
C13_BC_PM_T3_29nov24_CDaza_corr,0.5666031835465694,0.5328398189523174,-0.4883752894770836,-0.6897749430980129,0.6141764690600697,1.449599392780541,-0.879146755582307,-0.7235543291904698,0.2649111605198899,-0.381632658518602,-0.13037523068052898
C13_BC_PP_T3_29nov24_HBenavides_corr,0.674811895323351,-1.4233265326304534,0.7319811031679144,0.3271167930273531,1.7575423678383413,-0.6397219067462835,-0.4705012982428015,0.1763626719911634,0.9965522133351256,0.3297935779045774,1.0583642787273746
C13_Gr_PM_T1_30nov24_CGomez_corr,0.0,0.2679851004758531,-0.6383294126342094,-0.7250283100590866,-1.077051012597842,0.0689302096480782,-0.1863082319548707,-0.5761088062174903,-0.9918620078912512,-0.43775402376099,-0.6339684217188255
C13_Gr_PM_T3_30nov24_CGomez_corr,0.9811225217200868,-0.2877729785635985,-0.2902749227787542,0.1392768715319799,-0.2765722091676559,-0.277506981140024,-0.0037011315588345,0.0687155055236085,0.0312106826714503,0.0564585976888381,-0.0658186601888309
C13_Gr_PP_T3_30nov24_HBenavides_corr,0.1232005812423778,-0.6374641305682022,-0.515587352311266,-1.0281829112666625,-0.4479656028183347,-0.3183335293729377,-0.6207220075787826,-0.9955541336012904,-0.6485547207528605,-0.4402705523880529,-0.2597991771870208
C13_Gr_PSa_T1_30nov24_CDaza_corr,0.0225289354453585,0.8405474063380168,1.0673235779995094,0.7992379974787821,2.0052216367100355,0.4028353113633759,1.2083171848317973,0.7422359411998355,2.3262806327822334,0.9550759314413444,0.7840814067993535
C13_Gr_PSa_T3_30nov24_CDaza_corr,0.0653872905242597,0.5610364614195583,-0.4376778154707141,-0.1040188366675235,-0.5680231894132375,0.2006852350680573,-0.3907066808106054,-0.2198983594350696,-0.3796602780927712,-0.23823808688391834,-0.40719104570827835
C13_PB_PM_T1_19nov24_CGomez_Corr,0.0,-0.3080535515012517,-0.1761599347781605,-0.1339854702675102,-1.5202692009671597,-0.2502560944994395,0.219132237314606,-0.0649206666886849,-1.3940947030743032,-0.35095428141291446,-0.4611688181331241
C13_PB_PP_T2_19nov24_CGomez_Corr,0.0,-1.2420731039108963,-0.5478642295535121,-0.8510474783859315,-1.8892307213432435,-1.035709739945538,-0.1445238626773734,-0.6004351195998637,-1.6607445530549636,-0.4924004347194366,-0.5562388050262475
C13_PB_PSb_T2_19nov24_HBenavides_Corr,0.9624851234927904,-0.0507969706245447,4.567434990970916,2.666930411666828,1.9517712377991308,-0.1649793799092801,4.829214923422751,2.32277631258451,2.171957252263269,1.850779284565152,1.9862450846354385
C14_BC_PM_T1_29nov24_CDaza_corr,0.1944726459754264,0.9344888877086718,-0.4437882354815798,-1.0643515046824763,0.5865624760832326,1.85438384168766,-0.89525491316655,-1.3119251179621632,0.3187628275022577,-0.5350477723746064,-0.27042466042993907
C14_BC_PM_T2_29nov24_CDaza_corr,0.3527935857892442,0.0668395855055045,-0.1105773327039134,-0.5841701416932169,1.267666581033246,1.4050631839305194,-0.8198212750736845,-1.0211102688823657,0.7006631063824089,-0.29984235866488657,0.2699379429182637
C14_BC_PM_T3_29nov24_CDaza_corr,0.5045009201636164,0.9579479088982468,-0.8421094475995866,-0.8054772934685182,0.0503473941544815,1.6404539335420911,-0.807659617168588,-0.7268036539887683,0.1503217097577913,-0.4280635590288173,-0.49030776754670913
C14_Gr_PM_T3_30nov24_CGomez_corr,0.1484655953364172,-0.1956598235510647,-0.6616337900598167,-0.3608148094518338,0.1019930038404533,-0.2650762992908481,-0.5722757613444956,-0.2672014817698174,0.1323119955977221,-0.06979324368621209,-0.12087013748502765
