image,lap_var_gray_masked,lbp_var_gray_masked,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,perc_bleached,has_bleached
C10_BC_PM_T1_29nov24_CDaza_corr,130.9377529045285,6.588751712823901,51.593105071936506,0.5164422971949447,0.3252401493345626,0.9909060590139178,16.614988931659084,True
C10_BC_PM_T2_29nov24_CDaza_corr,84.04191683412797,3.246623607806412,30.3693998035694,0.8300879980136667,0.75820098803255,0.9941531689270431,68.69891489310838,True
C10_BC_PM_T3_29nov24_CDaza_corr,69.03867514378392,5.755569438278084,37.40022792679357,0.6329988480396489,0.4798999858220838,0.9968433446929843,19.60725336399786,True
C10_BC_PP_T1_29nov24_HBenavides_corr,382.9211634730529,4.111513075324552,125.02950309739825,0.7492941476918067,0.7013794745368485,0.9743798831063694,2.608736602330415,True
C10_BC_PP_T2_29nov24_HBenavides_corr,292.43713445239075,5.294146801792212,110.07950848198864,0.6354294514489782,0.5451641719478204,0.9821168588093883,36.61500417234853,True
C10_BC_PP_T3_29nov24_HBenavides_corr,272.5078363510111,5.957889550981755,112.79870294278237,0.5459721866868625,0.43033045445097207,0.9835978873409076,17.57497707860831,True
C10_BC_PSb_T1_29nov24_HBenavides_corr,63.370102263817294,3.6710327314110347,29.08502508920011,0.8004062629187423,0.7037738013886858,0.9973254572040571,82.91286205434936,True
C10_BC_PSb_T2_29nov24_HBenavides_corr,35.324605405507555,5.33725068758452,12.90934901891833,0.689379253481176,0.5248380114400734,0.9985625088910408,95.40107545524185,True
C10_Gr_PM_T1_30nov24_CGomez_corr,160.46923101072156,5.6648546665753345,70.56405325852194,0.6067545910632144,0.5081014073316871,0.9847282702538865,1.7163607304503046,True
C10_Gr_PM_T2_30nov24_CGomez_corr,78.10274494298085,2.5550137289865473,29.68283692894829,0.8592445919083946,0.8180606666297516,0.9956822468167437,58.25319268569905,True
C10_Gr_PM_T3_30nov24_CGomez_corr,113.18955076192361,6.039928064709057,59.6800016989052,0.5505600087556356,0.43794483181759924,0.9913718825352738,21.791229232785085,True
C10_Gr_PP_T1_30nov24_HBenavides_corr,343.56736167002043,5.524446390130932,135.16678365932438,0.6060783850697395,0.5254258291757603,0.9748996627215334,34.73517923480296,True
C10_Gr_PP_T2_30nov24_HBenavides_corr,127.02932242394449,6.3795679959780385,76.13850852832066,0.4454218804632808,0.30483630439048065,0.9880306167598626,33.784654472781455,True
C10_Gr_PP_T3_30nov24_HBenavides_corr,93.49366098052244,6.090190540438718,40.62343727833655,0.5581106346782384,0.4065182668696941,0.9949750550345917,33.58629709249557,True
C10_Gr_PSa_T1_30nov24_CDaza_corr,49.92153069352981,2.2894837795746277,16.67103970315295,0.8826016245994552,0.8319890795108646,0.998115583995844,96.17612027806307,True
C10_Gr_PSa_T2_30nov24_CDaza_corr,45.0211674803067,0.837439466241863,13.93255592300881,0.9587650108594261,0.9456565788284582,0.9930219772947555,43.116758244680284,True
C10_Gr_PSa_T3_30nov24_CDaza_corr,57.71665796315607,1.8381122725876722,21.02289153744016,0.9022397673833936,0.8677254540403346,0.9972817263717575,94.82467757036937,True
C10_PB_PM_T1_19nov24_CGomez_Corr,114.88792306234099,0.7529866102556877,40.52992808445449,0.9611726346242097,0.9537183030938876,0.9888443853440523,100.0,True
C10_PB_PM_T2_19nov24_CGomez_Corr,99.39660362733234,4.087057883494146,43.02999867345915,0.7570682773435145,0.6848796420526392,0.9934958769907103,0.0,False
C10_PB_PP_T1_19nov24_CGomez_Corr,51.54814061095495,0.8506278225543833,16.32730344183335,0.9584699522656506,0.9438358741801318,0.9955803808903214,95.44524188908655,True
C10_PB_PP_T2_19nov24_CGomez_Corr,101.27466000055709,3.5771464878363646,40.8948806626089,0.7938041337358754,0.7447564323219782,0.9927866615137685,0.0,False
C10_PB_PP_T3_19nov24_CGomez_Corr,93.97393624476477,4.023286947526849,38.704108219310314,0.7677567441828574,0.7070224832927496,0.993517978214981,0.0,False
C10_PB_PSA_T1_19nov24_HBenavides_Corr,14.8947091153725,0.8807240184103514,7.742663686494013,0.9582946660076475,0.9358259741018994,0.9927756519522364,0.0,False
C10_PB_PSb_T1_19nov24_HBenavides_Corr,62.00297008896397,2.095861779894921,21.893204562727526,0.8920900902368701,0.8444761610035187,0.9977152347668414,81.91004125802131,True
C10_PB_PSb_T2_19nov24_HBenavides_Corr,49.25035870715985,2.726489241631905,21.187418305698007,0.8545414496474888,0.7948349752884241,0.9976437417836601,52.143846229312494,True
C10_PB_PSb_T3_19nov24_HBenavides_Corr,459.90357980851957,4.395266685604233,146.62105834553623,0.7281202280781376,0.6439048145358583,0.9828328619188657,4.315320881027693,True
C11_BC_PM_T1_29nov24_CDaza_corr,151.74753913648178,6.703732321921021,72.56015099830461,0.4804629218920149,0.2809648324757269,0.9918601721969318,34.25062553608769,True
C11_BC_PM_T2_29nov24_CDaza_corr,102.32870708024933,6.4358909060307665,45.68371792387342,0.5528877927767928,0.37542434570981476,0.993836499572166,50.064044377527026,True
C11_BC_PM_T3_29nov24_CDaza_corr,136.04443305078283,3.5050133770193597,51.56808406714048,0.8095950203469003,0.7369868706814604,0.9936893884948879,37.964986241436435,True
C11_BC_PP_T1_29nov24_HBenavides_corr,121.10535797856286,4.197260268818268,48.886195138142384,0.7455603296662495,0.6798111912287702,0.9901779224178171,0.0,False
C11_BC_PP_T2_29nov24_HBenavides_corr,132.33774234760497,2.96469450904294,49.753956434734334,0.836106146165438,0.7912582661800037,0.9861864941804146,0.0,False
C11_BC_PP_T3_29nov24_HBenavides_corr,141.40853044463998,5.684222208718084,58.157804002709746,0.6222100021010573,0.4582562987528588,0.9942543707191752,64.8278657930181,True
C11_Gr_PM_T1_30nov24_CGomez_corr,131.31037285962535,5.915812475793951,54.10208628306128,0.5984350847944939,0.4486259113137909,0.9944264756519732,46.77538521043525,True
C11_Gr_PM_T2_30nov24_CGomez_corr,182.54179664659858,6.065581912287805,74.6209928699376,0.5629874305741391,0.43707583104412856,0.9872203201155227,21.979092314189767,True
C11_Gr_PM_T3_30nov24_CGomez_corr,114.13575812885279,5.4868687235861096,57.95652992747457,0.6235196464205983,0.5169004557965556,0.9945594079860314,67.98797025814709,True
C11_Gr_PP_T1_30nov24_HBenavides_corr,136.18432282976875,3.1380514845485745,51.748111270997285,0.8241151534272853,0.7762005051554369,0.9889517477533611,74.74995887832898,True
C11_Gr_PP_T2_30nov24_HBenavides_corr,232.06028794601488,3.585238461172528,78.27472418968001,0.7915258108982539,0.7520491827866242,0.9823614208767157,16.89014172155715,True
C11_Gr_PP_T3_30nov24_HBenavides_corr,114.78667397604657,4.496733032759684,50.055249787748835,0.7248792991809013,0.6498972305570729,0.9904353716461582,4.556801823515867,True
C11_Gr_PSa_T1_30nov24_CDaza_corr,42.14027784984424,1.4559706118974287,14.085348871360406,0.9256237589281338,0.903992042440412,0.9970078275900875,91.9702366050552,True
C11_Gr_PSa_T2_30nov24_CDaza_corr,60.58715921290929,2.8007170171943376,24.303979279090576,0.8474453069319612,0.804930173638404,0.9966402628414572,95.7458507873581,True
C11_Gr_PSa_T3_30nov24_CDaza_corr,78.18454500479524,2.015651602565332,27.339721841126853,0.8934302879578706,0.8650404779206005,0.9918059166018209,11.18668730981783,True
C11_PB_PM_T1_19nov24_CGomez_Corr,156.49237029929424,3.5468562460843502,54.335156542223075,0.799639584541227,0.7357508141507632,0.9913165824871999,24.967847741899917,True
C11_PB_PP_T1_19nov24_CGomez_Corr,21.81755534809481,0.6791776110813557,9.195567680217376,0.9649588054370009,0.9579474833093499,0.9954920806926396,9.286414944130108,True
C11_PB_PP_T2_19nov24_CGomez_Corr,27.887345171839236,1.2783425336258203,14.423702875160545,0.9338873781805832,0.9193416498550908,0.9923857389579127,0.0,False
C11_PB_PP_T3_19nov24_CGomez_Corr,23.90260978328537,1.4127099539208976,10.989057117946999,0.9285130876360409,0.9104623427887384,0.9954368329385334,0.0,False
C11_PB_PSA_T1_19nov24_HBenavides_Corr,65.38996943270168,4.771036825818043,30.587533743701897,0.7075446879698695,0.5600300232947729,0.9977825176284714,86.57304953476184,True
C11_PB_PSb_T1_19nov24_HBenavides_Corr,11.154107068059414,0.3691736609396248,4.133205804256832,0.9823322779058874,0.9747306182383119,0.9970691477767515,69.15840777893727,True
C11_PB_PSb_T2_19nov24_HBenavides_Corr,63.770302718571415,2.687143371185567,26.79940089499604,0.854386216400838,0.803724911664645,0.9959202581441561,34.43474463252913,True
C11_PB_PSb_T3_19nov24_HBenavides_Corr,48.154516575460384,2.248279587260781,18.004615096228555,0.889030433089226,0.8273428074373697,0.9981292519336074,80.40947113641536,True
C12_BC_PM_T1_29nov24_CDaza_corr,45.820349978600824,6.957899647469699,30.275660048258082,0.47236851595330953,0.26315452905915826,0.9972800108820172,85.58373635983234,True
C12_BC_PM_T2_29nov24_CDaza_corr,87.70264393397346,4.929008066839275,40.30963564718178,0.7111656809319054,0.5854092205742185,0.995865992657642,21.357972116732572,True
C12_BC_PM_T3_29nov24_CDaza_corr,63.57384309107113,4.8130834677357255,24.274639353906405,0.721663665948008,0.5845181126104382,0.9973455846493317,60.8468819807099,True
C12_BC_PP_T3_29nov24_HBenavides_corr,135.11579595616053,4.456340446065751,58.462948782234136,0.7213180975272357,0.6468916481346092,0.991937626217297,29.22532877499054,True
C12_Gr_PM_T1_30nov24_CGomez_corr,159.06138193719642,5.792638852812718,69.4047860882177,0.6058946096159574,0.5083647101301187,0.9862742751854419,19.847001082478634,True
C12_Gr_PM_T2_30nov24_CGomez_corr,75.08502884314824,1.9193100214366987,24.07102675450529,0.9006691382589713,0.8680724204137756,0.9957513344755161,68.37653662428035,True
C12_Gr_PM_T3_30nov24_CGomez_corr,86.71934776626811,6.315237954766728,60.39427510696893,0.5060595301720705,0.3808131192423986,0.9935393320081658,75.35967384307878,True
C12_Gr_PP_T3_30nov24_HBenavides_corr,130.10881112032385,4.7276225109987235,66.00376755144865,0.701579412657198,0.6261700327995938,0.983739449580139,0.0,False
C12_Gr_PSa_T1_30nov24_CDaza_corr,54.81597762349859,1.6443832165045442,19.072238833594284,0.9163876368081829,0.8894946036592187,0.9954361124308888,55.731688453135966,True
C12_Gr_PSa_T2_30nov24_CDaza_corr,57.89195302000487,3.085822494699005,24.978656118275154,0.8257308291458713,0.7798894120643228,0.9950630837383753,0.0,False
C12_Gr_PSa_T3_30nov24_CDaza_corr,83.47640551547117,3.16497951166285,32.630607940357656,0.8223554505658354,0.7801773683839655,0.9937246151953113,5.706369582823668,True
C12_PB_PM_T1_19nov24_CGomez_Corr,84.60850332198224,4.374402315837917,40.1395413693702,0.7350508039580128,0.6493306427119135,0.9959415165025809,59.95840450052413,True
C12_PB_PP_T1_19nov24_CGomez_Corr,28.194310957925467,0.6563099908092532,10.672512536017848,0.9665776854680805,0.9595366127741654,0.9949466584650958,0.0,False
C12_PB_PP_T2_19nov24_CGomez_Corr,101.03503068485277,5.360139251755866,51.17168199469538,0.645357669774598,0.5617616403481362,0.9929096927357475,0.0,False
C12_PB_PSA_T3_19nov24_HBenavides_Corr,8.819524438769726,0.20210333019855495,3.092953918619645,0.9905351179046368,0.9869663846802706,0.9885412490476344,5.2947238499239075,True
C12_PB_PSb_T1_19nov24_HBenavides_Corr,20.257510547108883,0.7219173090067533,8.010625304717315,0.9647607107578103,0.9519236712827366,0.9947748207779072,12.222839233703382,True
C12_PB_PSb_T2_19nov24_HBenavides_Corr,74.91510288708479,3.0358043316416983,33.45659588726741,0.8275396487414222,0.7793397235287451,0.9940841697655804,7.754709320680512,True
C13_BC_PM_T1_29nov24_CDaza_corr,120.89057795661014,5.639788256848487,48.84216735315982,0.6486444082071806,0.5055656467312177,0.9911620197224547,4.601813525400554,True
C13_BC_PM_T2_29nov24_CDaza_corr,125.57428719693826,6.226509875258816,53.62164138203937,0.5811849011562882,0.40641616195320196,0.9931788920822298,41.951480329103696,True
C13_BC_PM_T3_29nov24_CDaza_corr,98.01746990918461,6.752363594948873,56.525638348076484,0.4870413943144104,0.29379602022506834,0.9938964196091711,56.66031835465694,True
C13_BC_PP_T3_29nov24_HBenavides_corr,215.51239840901428,2.2979135165036495,68.78815603953989,0.8779036698739027,0.8457486536147769,0.9833016136896648,67.4811895323351,True
C13_Gr_PM_T1_30nov24_CGomez_corr,109.4333420705426,5.627534487221419,57.07974854351238,0.6045028708670733,0.5056649760105236,0.9884377691364082,0.0,False
C13_Gr_PM_T3_30nov24_CGomez_corr,151.12533176039324,5.834120615555131,56.344786525414364,0.6122479038542867,0.4810250414698304,0.9909857089583758,98.11225217200868,True
C13_Gr_PP_T3_30nov24_HBenavides_corr,203.8260308332379,5.8103017769860275,88.48128683079476,0.5861571649176718,0.4858823216304249,0.9843581912861794,12.32005812423779,True
C13_Gr_PSa_T1_30nov24_CDaza_corr,44.93261719201449,1.4160039527662418,16.57287948515573,0.9265670822256338,0.9092341709192613,0.9944090673389439,2.252893544535859,True
C13_Gr_PSa_T3_30nov24_CDaza_corr,203.01393779488828,4.838501626586345,78.27142751522032,0.6938723109528313,0.6200483994903492,0.9847754762366925,6.538729052425975,True
C13_PB_PM_T1_19nov24_CGomez_Corr,136.57696092630266,6.146715307107562,67.10388043648356,0.5379566999464598,0.39743837241086366,0.9917181202923626,0.0,False
C13_PB_PP_T2_19nov24_CGomez_Corr,124.52678637231337,5.188310923921265,61.98652506926522,0.6532066231801714,0.5805077774920038,0.9909155608046045,0.0,False
C13_PB_PSb_T2_19nov24_HBenavides_Corr,26.474966507313304,0.6871492034657715,8.236057724421919,0.9675269571741174,0.952413967227739,0.9978012441843798,96.24851234927905,True
C14_BC_PM_T1_29nov24_CDaza_corr,82.5238919169512,5.195124838551993,37.331615105893675,0.6770539109651046,0.5623039047647951,0.9946528830326508,19.44726459754264,True
C14_BC_PM_T2_29nov24_CDaza_corr,73.16059458556427,4.531371749100466,32.184983481077985,0.7372567585812957,0.6370162014880236,0.9957528939171397,35.27935857892442,True
C14_BC_PM_T3_29nov24_CDaza_corr,66.64355947002771,6.012844000290143,38.3293021074754,0.5912115198281094,0.423481547452459,0.9960270706409212,50.45009201636164,True
C14_Gr_PM_T3_30nov24_CGomez_corr,152.47166773297968,6.526473777463065,69.2931261213715,0.46732607266313064,0.2989440855671864,0.9880102505955537,14.84655953364172,True
C14_Gr_PP_T3_30nov24_HBenavides_corr,85.99169135751674,1.6898740670977588,31.83675437157223,0.9103869699345504,0.8891252831248091,0.9889168718032855,12.539589936035908,True
C14_Gr_PSa_T1_30nov24_CDaza_corr,62.895556550284525,2.970899081998756,24.337127633184238,0.8359030964705387,0.7879661152472254,0.9963644036054708,0.0,False
C14_Gr_PSa_T3_30nov24_CDaza_corr,38.39508162001658,1.2830675159541016,13.751944042845013,0.9357346307930778,0.9136200812213617,0.9960014636552259,64.0120712089178,True
C14_PB_PM_T1_19nov24_CGomez_Corr,172.6800329135749,5.438447887651638,86.94137002917316,0.6262628463020975,0.5175147126836881,0.9898173949917645,0.0,False
C14_PB_PM_T3_19nov24_CGomez_Corr,48.784810505208796,1.8975949706799933,20.673947717704515,0.8996190611629273,0.8750593203300422,0.9930615735770834,0.0,False
C15_BC_PM_T1_29nov24_CDaza_corr,76.21957186115542,3.6503610153109043,30.266308874431676,0.8035290372942407,0.7334258332001506,0.9914209272246597,8.456182621949527,True
C15_BC_PM_T2_29nov24_CDaza_corr,90.17927987317633,4.778112866462438,41.240570422830544,0.7217175708036496,0.6094260899634864,0.9939678422738107,27.9467680608365,True
C15_BC_PM_T3_29nov24_CDaza_corr,57.48433718306789,7.091926971479132,39.606996018995346,0.42237592945510816,0.18832137870319796,0.9946289872055335,0.0,False
C15_Gr_PSa_T3_30nov24_CDaza_corr,87.47414111252674,3.6240674570173197,37.682189119719105,0.7878028598939391,0.726048666960911,0.9954446005045173,38.910357001532084,True
C16_BC_PM_T1_29nov24_CDaza_corr,47.82296071727194,4.924715647629841,25.364338934877374,0.7055624149032692,0.5561312725325708,0.9984878967977333,90.67975585145668,True
C16_Gr_PSa_T3_30nov24_CDaza_corr,82.097482494758,2.127116262864982,26.273101675623053,0.8895922716414649,0.8546859438891728,0.9916577357623473,9.23319415302458,True
C17_Gr_PSa_T3_30nov24_CDaza_corr,71.7890102291394,2.1069196193783575,23.05146857420501,0.8903529408579905,0.8535646073318566,0.9949551330827302,18.8239393566994,True
C18_Gr_PSa_T3_30nov24_CDaza_corr,56.200568139622625,1.937544044077865,22.920330739606605,0.8991684297677218,0.8715366689898587,0.9908927373079843,3.970234213275011,True
C19_Gr_PSa_T3_30nov24_CDaza_corr,32.22912470434112,1.244254371947391,11.117714070353202,0.9397563870980106,0.9193111581893268,0.9899037781337284,4.413314179543367,True
C1_BC_EM_T1_29nov24_CGomez_corr,19.04381883345197,1.4097604008043165,11.28115118394473,0.9297277661170756,0.9041600738266622,0.9922982496880401,52.54401648145579,True
C1_BC_EM_T2_29nov24_CGomez_corr,168.29513028226015,6.524680588112715,86.6894232033198,0.4811853756477601,0.2984480863008757,0.9923365871774958,39.594738541562116,True
C1_BC_EM_T3_29nov24_CGomez_corr,39.250339447232896,0.8037139502799855,15.21670793384287,0.9594278063047526,0.9481355515788616,0.9934999008710903,52.77757321937187,True
C1_BC_EP_T1_29nov24_CDaza_corr,425.18313436423153,4.693748680733398,159.3748135900537,0.6954406930494683,0.6410476248198098,0.9743719276340383,11.283350504849903,True
C1_BC_EP_T2_29nov24_CDaza_corr,198.8141764158448,5.358142580468514,96.71218028665052,0.6231068220100995,0.5373450708216565,0.9870528680089192,20.6614503480891,True
C1_BC_EP_T3_29nov24_CDaza_corr,160.841232778985,6.027589057810307,80.11469906761621,0.5259985433631299,0.4114549160672358,0.9865917174673748,3.631634524586186,True
C1_BC_ESa_T1_29nov24_CDaza_corr,67.18010977143202,2.9430087030292578,25.38756347885169,0.8399480572887674,0.7907385461222014,0.9949519333152419,1.1346730208017035,True
C1_BC_ESa_T2_29nov24_CDaza_corr,67.78743655289381,2.557753651804009,29.07189397347809,0.8621799515039238,0.8184029800889592,0.9950516410310046,22.45896293880939,True
C1_BC_ESa_T3_29nov24_CDaza_corr,43.36579362082461,1.0159358528581988,16.629731753472562,0.9485541945745604,0.9347547190578397,0.9937677229249,15.970877290680527,True
C1_BC_ESb_T1_29nov24_CGomez_corr,65.67543907501116,6.016271524720705,40.36885198548406,0.5739715082136191,0.42509493152794825,0.9964525818770447,0.0,False
C1_BC_ESb_T2_29nov24_CGomez_corr,101.53943201615637,4.174298411046886,40.274730206182014,0.7516665227388892,0.6632532779434479,0.995391376085426,5.321885350461015,True
C1_BC_ESb_T3_29nov24_CGomez_corr,149.1934412638573,2.8719858243171044,55.881066069683186,0.8383790351990128,0.8042494389064657,0.9860558014883942,7.232721349222874,True
C1_BC_PM_T1_29nov24_CDaza_corr,143.27812952890503,5.9830928777358805,63.275351443985315,0.5868901715003734,0.44021876477351474,0.9918014110323912,40.89135495791838,True
C1_BC_PM_T2_29nov24_CDaza_corr,53.096572207671706,7.383642482091057,39.719753839857745,0.4056087418324245,0.2017310253592832,0.9952681737220584,100.0,True
C1_BC_PM_T3_29nov24_CDaza_corr,154.29179587552565,5.7291746600468665,54.2458309301798,0.6301026160707186,0.4906850588666172,0.9903407631465032,17.93433788043968,True
C1_BC_PP_T1_29nov24_HBenavides_corr,382.586485709226,5.132452335589905,139.99651599432457,0.6623473974789251,0.556513420328563,0.9881422689141197,38.72744616477621,True
C1_BC_PP_T2_29nov24_HBenavides_corr,265.33813069417994,4.890045033592539,88.47234426603174,0.6821780415504308,0.6097913829901815,0.9832627667478372,3.4643729625882815,True
C1_BC_PP_T3_29nov24_HBenavides_corr,727.8247391556163,4.267509330449249,213.33053874695293,0.7349443041139184,0.6895904650899003,0.9579939444409562,0.0,False
C1_BC_PSa_T1_29nov24_CDaza_corr,77.29172266665111,2.7743763771082355,29.386435579689095,0.852991668089251,0.8005237169183369,0.9951255157465227,0.0,False
C1_BC_PSa_T2_29nov24_CDaza_corr,138.91997110665793,2.814280373978866,58.02550496097894,0.8498351159693537,0.797890554866465,0.9907899310713274,1.5176087296507692,True
C1_BC_PSa_T3_29nov24_CDaza_corr,44.223653977346714,1.1210877525000549,18.659778832471964,0.9455047868422393,0.9241712702126756,0.9927530459473263,0.0,False
C1_BC_PSb_T1_29nov24_HBenavides_corr,107.08664156537006,5.149405304560148,47.519192467771255,0.6923791473297978,0.5693020400812856,0.9929743688725241,13.009261657090414,True
C1_BC_PSb_T2_29nov24_HBenavides_corr,76.23562274112952,6.858463852978483,48.13438418646422,0.4595726595797571,0.2613866189498302,0.9937062964020702,98.35554101490379,True
C1_BC_PSb_T3_29nov24_HBenavides_corr,69.74058537564711,5.5368368481900925,32.63794296173919,0.656540357988932,0.502609043384519,0.9967134787793022,62.84091786352052,True
C1_Gr_PM_T1_30nov24_CGomez_corr,151.59478470531394,6.306753541163669,65.01482747120524,0.477404503725666,0.3100553056830503,0.992674996964557,34.23075926125165,True
C1_Gr_PM_T2_30nov24_CGomez_corr,127.17468511192116,4.610653746507475,53.748007366541295,0.7143476992138261,0.6402303852948175,0.9884618110995805,13.986669496311272,True
C1_Gr_PM_T3_30nov24_CGomez_corr,156.4893186590575,3.0535652896023744,49.468203143753705,0.8259605344116983,0.7845479151564954,0.9913562044675592,68.63286570770516,True
