image_stem,bleached_percentage,mean_raw_red_z,mean_albedo_z,mean_luminance_z,mean_saturation_z,median_raw_red_z,median_albedo_z,median_luminance_z,median_saturation_z
C2_Gy_PSb_T1_27nov24_CGomez_corr,0.9835785039032844,-1.0364617341344085,0.1909278814452269,1.3399761377327601,0.036718723082468305,-0.604725966577403,0.7786765655426214,1.3630230791318347,0.09379441407224903
C2_Gy_PSb_T2_27nov24_CGomez_corr,0.13954582634891433,0.7818223302359836,-0.06375426410837742,-0.46523540416382264,-0.2494629677931865,0.033241012823117894,-0.8015199631634928,-0.7585315489620336,-0.1844942520642762
C2_Gy_PSb_T3_27nov24_CGomez_corr,0.1709289851331971,-0.08792009642576629,-0.4020160556212939,-0.23664690339386144,-0.3380351619580622,-0.4504456311379366,-0.7688227659086433,-0.3900969856944478,-0.3657476836480424
C2_PB_PM_T1_19nov24_CGomez_Corr,0.013261404246636677,0.10456024912553084,-0.5094445964160698,-0.7817392094213597,-1.3855906303634031,-0.5182446570883814,-0.00045169670354050886,-0.6956445306712465,-1.6458992000289074
C2_PB_PM_T3_19nov24_CGomez_Corr,0.0,0.31317498683093825,-0.25311863139955043,-0.49796929720443667,-1.5478548583375762,0.11077390306344946,0.17725286972739732,-0.4303746315892256,-1.3396508887559868
C2_PB_PP_T1_19nov24_CGomez_Corr,0.0,-1.9838143935301231,-0.6302449694948937,-0.7981408382073201,-1.8996780594304237,-1.5535847538218481,-0.19537087792010702,-0.6289195620485623,-1.6917028930336622
C2_PB_PP_T2_19nov24_CGomez_Corr,0.0,1.3539038184946777,-0.5966537683702092,-1.9768353629265931,-1.3654523259764233,0.8382797733927055,-0.25564671637825,-1.675618239639392,-1.0515108141628489
C2_PB_PSA_T1_19nov24_HBenavides_Corr,0.8315084839080208,-0.9384855659172472,2.233103724702778,2.0086409709245157,1.1951421631125094,-0.8274414278246214,2.732258863286992,2.1231106167386344,1.2943287688333098
C2_PB_PSA_T2_19nov24_HBenavides_Corr,0.0,-0.20950423476401234,-1.0857959763107246,-4.129193455181686,-1.7816904833365483,-0.3605656431842685,-0.5348300409130089,-3.311963737102245,-1.3930131484957373
C2_PB_PSb_T2_19nov24_HBenavides_Corr,0.4264291925191222,1.1064787381439893,1.5551339959594808,0.009300071335584378,-0.01682801689026566,0.6375727526190851,0.7191718520336583,-0.387964231801451,0.17170649502982208
C3_BC_EM_T1_29nov24_CGomez_corr,0.4677531432406241,0.02468181160998096,0.4405557158524659,0.20995239248030695,0.952450338778881,-0.6597722659199964,-0.04899379805303801,0.19969657111285166,0.7337919784478063
C3_BC_EM_T2_29nov24_CGomez_corr,0.0,0.6486375961676484,-0.7341306067003114,-0.2534046034405291,0.8438611166225046,0.6728446433540825,-0.4881451725834736,-0.23610499603876894,1.514108217089785
C3_BC_EM_T3_29nov24_CGomez_corr,0.3964212325952228,-0.9662850112337957,1.1258265096322122,1.0030633605722759,0.818577821725762,-0.8704952474419617,0.002351128285353515,1.249291118549738,0.2621700750741661
C3_BC_EP_T1_29nov24_CDaza_corr,0.0,-0.02907917115478109,-1.0215032691844035,-0.7107565577427472,-1.8225653512140627,0.10388497233827328,-0.5583712004032214,-0.5737028517799205,-1.492398752474261
C3_BC_EP_T2_29nov24_CDaza_corr,0.005850196360626418,0.5050455999140673,-1.1305450637704098,-1.1361996715683929,-1.335182719965872,-0.13009898251641286,-0.8350150605393688,-1.0849502733102097,-1.0994038931378947
C3_BC_EP_T3_29nov24_CDaza_corr,0.004947566011763233,-1.2699849142108648,1.766846707833338,0.7332784939422915,1.940573761757983,-1.0568466928851632,2.0202869089587177,0.5941472644371756,2.230732683390079
C3_BC_ESa_T1_29nov24_CDaza_corr,0.05409197194076384,0.12248464159690599,-0.47863534347139053,0.5532775352015822,-0.771704817675853,-0.004535943630125451,-0.039410107243668356,0.5124158401087522,-0.6204712476550446
C3_BC_ESb_T1_29nov24_CGomez_corr,0.13998603305232168,0.40699974798625815,-0.5160486697267684,-1.0304846576305209,-0.43223896344695945,0.508285917563305,-1.0302489571258193,-1.3451090571888484,-1.2143125298713935
C3_BC_ESb_T2_29nov24_CGomez_corr,0.013136083222113846,0.0386812690791199,-0.6982264457325892,0.3095529229834994,-0.8632231592922731,0.08889514091824945,-0.4227416745153468,0.4917538255350623,-0.9428359199395017
C3_BC_ESb_T3_29nov24_CGomez_corr,0.7472303235371405,0.4056705312056518,0.09460919521566151,0.8326986766640867,-0.07161434519186818,0.35031128623758356,0.141770947499822,0.9450033161044654,-0.029506181943135954
C3_BC_PM_T1_29nov24_CDaza_corr,0.09849988069496064,1.4470840053265055,-1.108021350121612,-1.235746251880569,-0.30443479986482086,1.85314974650556,-0.9701657928042839,-1.2205505812697706,-0.10692666251981048
C3_BC_PM_T2_29nov24_CDaza_corr,0.4692233315588775,0.13075000072611576,0.31331660732406336,-0.11506860650466996,1.3405986538783499,1.2745004616247202,-1.084259914100141,-0.37012929758153035,0.27665322287792
C3_BC_PM_T3_29nov24_CDaza_corr,0.45323835460834727,0.47113924840562393,-0.1477725687613255,-0.6858419741729268,1.0441802529232396,1.838322166643342,-0.8340659877980969,-0.9662397431318215,0.4095924929366325
C3_BC_PP_T1_29nov24_HBenavides_corr,0.39762905717262276,-0.18661836209451527,-0.051704308614056435,-0.5727546666326816,0.757932445632604,0.6901059965833891,-1.0484891145435136,-1.0322474554629708,-0.1587910088134395
C3_BC_PP_T2_29nov24_HBenavides_corr,0.4709207870859897,0.7513191569463011,-0.44407654411449693,0.33001083541686865,0.3416525404790197,1.1203866798676987,-0.48957432415595364,0.3428189820908489,0.5402748550009524
C3_BC_PP_T3_29nov24_HBenavides_corr,0.06261328274228686,0.5628987585866202,-0.7996041636755755,-0.9999619517045594,0.22208081508220445,1.0931634497426492,-0.8578208667099885,-1.1342457742325542,0.49495449593280516
C3_BC_PSa_T1_29nov24_CDaza_corr,0.0034271888674261837,-0.27159503409033336,-0.5560205433262483,0.9691818698970442,-0.60417715635708,-0.39793881451069935,-0.059095534887294195,0.8547833802805903,-0.6668999850699671
C3_BC_PSb_T2_29nov24_HBenavides_corr,0.2946323927210031,0.518308152143106,-0.5544137803147193,-0.4813645844851508,0.0801205603405487,1.2092015846786484,-0.5602077629905182,-0.3729253387741454,0.33212207628832247
C3_BC_PSb_T3_29nov24_HBenavides_corr,0.6454398520780603,1.4521813687603906,-0.9645735845371354,-0.4595906727494919,-0.2114233606940916,1.7531960264155404,-0.779489994372298,-0.4018549554981358,0.07144734720356584
C3_Gr_PM_T1_30nov24_CGomez_corr,0.9904342575934029,-0.9190647157597109,-0.8101243014013728,0.8296682173630013,0.6251657728460496,-0.5532037219032152,-0.21178512926889947,0.8901098605231588,0.645902805339808
