image,lap_var_gray_masked,lbp_var_gray_masked,perc_bleached,has_bleached,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
C2_BC_PP_T2_29nov24_HBenavides_corr.jpg,257.73105368920363,3.5909897799476984,1.827769477350627,True,78.14071432597409,0.7899822501916064,0.74283648827501,0.98220879591232
C2_BC_PP_T3_29nov24_HBenavides_corr.jpg,433.8772495834096,3.457733063268955,23.75301039808434,True,130.40890364057492,0.8023538647183054,0.7567254229971433,0.9733879291873992
C2_BC_PSa_T1_29nov24_CDaza_corr.jpg,88.68630663620911,5.644272795342669,11.846361812737063,True,36.27951621621783,0.6298500449012532,0.50150080129859,0.9948953680244165
C2_BC_PSa_T2_29nov24_CDaza_corr.jpg,131.10621249560998,5.579771741748844,0.0,False,47.30296016393862,0.6590432750003472,0.5314681911345349,0.9889897624233973
C2_BC_PSa_T3_29nov24_CDaza_corr.jpg,35.701308724002025,0.8333626762804739,0.0,False,18.365071189824043,0.9588271581209569,0.946637936546854,0.988427162159855
C2_BC_PSb_T1_29nov24_HBenavides_corr.jpg,9.48181791816534,0.2310361827970776,23.66800086283345,True,6.707291233818415,0.9886680587429442,0.9851184073241877,0.9850754805485407
C2_BC_PSb_T2_29nov24_HBenavides_corr.jpg,38.39603535730057,7.200327388432674,99.23354661565791,True,28.356762904088242,0.43375982677211683,0.2153351507891198,0.9962711309103123
C2_BC_PSb_T3_29nov24_HBenavides_corr.jpg,134.96363763640213,6.212606233428683,11.397395176547128,True,52.185347774659576,0.5807691871731244,0.4227380365271005,0.991381520396589
C2_Gr_PM_T1_30nov24_CGomez_corr.jpg,105.9676440496025,6.553977565741036,100.0,True,62.67280954212687,0.4737838242898992,0.328368137853833,0.9938142050989808
C2_Gr_PM_T2_30nov24_CGomez_corr.jpg,156.1471190847854,6.476790552996021,19.51350292089888,True,65.8907962646711,0.4555624066836551,0.28703253161871967,0.9897293859709231
C2_Gr_PM_T3_30nov24_CGomez_corr.jpg,71.9723767983232,2.2859643644556518,91.48503482482752,True,33.655371702469935,0.8735575275644414,0.841663110633772,0.9946054477222868
C2_Gr_PP_T1_30nov24_HBenavides_corr.jpg,191.08990841606976,5.409494119396649,0.0,False,77.37700281692484,0.6413477354129284,0.5503910330304265,0.9844660142622256
C2_Gr_PP_T2_30nov24_HBenavides_corr.jpg,67.05968422267199,3.818072477009911,18.959831830287037,True,39.17029481853101,0.7746671552492328,0.7209951384053308,0.9893080673006143
C2_Gr_PP_T3_30nov24_HBenavides_corr.jpg,65.3922021261654,5.684639779117019,81.89216619148377,True,44.94792865257849,0.5718385366592003,0.4594729697787874,0.9958897100269877
C2_Gr_PSa_T1_30nov24_CDaza_corr.jpg,42.39562761261708,1.2103375098129965,0.0,False,15.451966197360552,0.937151260172582,0.9243087049001646,0.9922520400185963
C2_Gr_PSa_T2_30nov24_CDaza_corr.jpg,102.4800115914497,4.150669397666559,31.922118528630666,True,48.11925622307818,0.7520087937569555,0.6900907941695211,0.9931144751130718
C2_Gr_PSa_T3_30nov24_CDaza_corr.jpg,15.568126670945908,0.2362640766249423,25.38962258246229,True,5.555601206736023,0.9884182486842344,0.9854321095174956,0.9895291322251903
C2_Gy_EM_T1_27nov24_CGomez_corr.jpg,98.65471993807137,6.1690809538301545,54.48277774201261,True,51.92620178909591,0.5447314683938824,0.39282889495758744,0.993979809378819
C2_Gy_EM_T2_27nov24_CGomez_corr.jpg,125.89196605465835,4.456804963246769,18.03127071147797,True,60.31200459969116,0.722572812584507,0.6380727063790096,0.9909738452158628
C2_Gy_EP_T1_27nov24_HBenavides_corr.jpg,313.2693300447303,5.754445659955761,7.559383817434248,True,162.16469409777017,0.5781801363146047,0.512362170486163,0.9751298614684252
C2_Gy_EP_T2_27nov24_HBenavides_corr.jpg,63.625536019666086,6.879822976566486,42.46116310795261,True,52.03387474462771,0.4137612846867792,0.23645549242688663,0.9917940137198789
C2_Gy_EP_T3_27nov24_HBenavides_corr.jpg,216.90045597688444,6.086741456507227,0.8836993941593655,True,100.25018340682169,0.5483535399017055,0.4497043128079799,0.9828291647389354
C2_Gy_ESa_T1_27nov24_HBenavides_corr.jpg,45.34327933201379,0.8865856099150966,3.971972867910952,True,17.12082781665873,0.9545721831835103,0.9458582699390191,0.9833350279678339
C2_Gy_ESa_T2_27nov24_HBenavides_corr.jpg,148.57805462007295,3.039134725185008,2.1304322590294875,True,57.056561255987376,0.823586012297078,0.793856796706851,0.987370092661785
C2_Gy_ESa_T3_27nov24_HBenavides_corr.jpg,250.6624018700184,6.192335783119495,0.0,False,168.0733201475193,0.4456591401792506,0.3563791963020655,0.9637901015271776
C2_Gy_ESb_T1_27nov24_CGomez_corr.jpg,237.6727672728908,4.818028624301865,7.637411778346077,True,92.74701236684625,0.6890203915505788,0.6135383703873,0.9878788254380997
C2_Gy_ESb_T2_27nov24_CGomez_corr.jpg,293.4406144257382,5.695004946072495,18.3843557403043,True,156.742525703228,0.5834579409366567,0.5065841097028141,0.9784035441619446
C2_Gy_ESb_T3_27nov24_CGomez_corr.jpg,305.18416457321587,6.399352635831014,29.783315102484515,True,158.86404615009428,0.41122639463852706,0.25644086341180616,0.985136683604266
C2_Gy_PM_T1_27nov24_CGomez_corr.jpg,103.34565566654146,6.703454387199606,18.80119730620384,True,58.33454239028483,0.36926321051610345,0.17206207362518064,0.9847144361949383
C2_Gy_PM_T2_27nov24_CGomez_corr.jpg,195.8672270164004,4.235702163479543,21.09391675362902,True,95.66018050678505,0.7396394135301447,0.6844640348538437,0.9829810123189571
C2_Gy_PM_T3_27nov24_CGomez_corr.jpg,112.78127554550731,4.372035344783974,0.0,False,47.316709096496126,0.7390798771781788,0.6746044358233224,0.988847039550876
C2_Gy_PP_T1_27nov24_CDaza_corr.jpg,393.24565373722,4.6860434735977385,6.347505082697443,True,154.57787365302454,0.711655311413107,0.6643385147121816,0.9579829141700402
C2_Gy_PP_T2_27nov24_CDaza_corr.jpg,132.20205835608172,1.158963936331844,0.0,False,44.534246055145715,0.940074784933476,0.9311884433312798,0.9500054758407954
C2_Gy_PP_T3_27nov24_CDaza_corr.jpg,168.81108440089346,3.9982768855397786,9.619764068414083,True,72.0927062246962,0.7600736945378541,0.7052572890261828,0.9829648773993838
